GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Salary
3.15,Mid-tier,Healthcare,West,2,1,2,Medium,LinkedIn,10,116,3,2,62017.0
2.83,Mid-tier,STEM,South,4,1,0,Medium,LinkedIn,6,81,4,4,92727.0
3.24,Top-tier,STEM,South,2,3,2,Small,Indeed,7,30,2,2,90862.0
2.61,Mid-tier,Business,West,3,1,3,Medium,LinkedIn,7,9,2,2,96398.0
3.41,Top-tier,STEM,Midwest,5,6,1,Large,LinkedIn,5,59,3,3,109203.0
3.15,Top-tier,STEM,West,3,0,5,Large,LinkedIn,4,51,2,1,104401.0
3.26,Lower-tier,STEM,South,2,2,5,Large,Handshake,9,30,2,2,86872.0
3.79,Lower-tier,STEM,West,1,2,1,Medium,LinkedIn,9,70,2,1,97869.0
3.12,Mid-tier,STEM,South,2,0,5,Medium,Indeed,3,56,2,2,77115.0
3.55,Mid-tier,STEM,West,3,4,1,Large,LinkedIn,12,80,5,2,100469.0
3.1,Lower-tier,Humanities,South,3,0,3,Large,Indeed,12,244,10,7,63869.0
2.65,Mid-tier,Healthcare,Northeast,0,1,3,Small,Handshake,10,71,4,1,52734.0
2.86,Lower-tier,Business,South,0,3,1,Medium,Handshake,1,5,2,1,67476.0
3.37,Mid-tier,Business,Northeast,4,2,1,Large,LinkedIn,5,49,3,1,71868.0
3.56,Lower-tier,Business,South,3,2,1,Large,LinkedIn,4,62,2,2,80552.0
3.24,Mid-tier,Business,South,1,6,3,Large,LinkedIn,10,5,2,1,73490.0
3.04,Lower-tier,STEM,West,2,2,4,Large,Handshake,6,18,2,1,94991.0
2.62,Top-tier,STEM,South,0,1,3,Large,LinkedIn,8,94,4,3,94856.0
2.97,Mid-tier,Business,South,1,3,4,Small,LinkedIn,10,73,3,3,78203.0
3.71,Mid-tier,Business,West,2,1,1,Small,Handshake,12,98,5,5,75973.0
3.2,Top-tier,Business,West,2,0,2,Medium,Indeed,10,116,3,2,82470.0
3.01,Lower-tier,Arts,Midwest,2,0,3,Large,Indeed,9,81,2,2,51056.0
2.86,Top-tier,Business,South,0,1,2,Large,Handshake,11,62,4,4,75370.0
3.63,Top-tier,Business,Northeast,4,2,1,Small,LinkedIn,4,27,2,1,96941.0
3.2,Lower-tier,STEM,Midwest,3,2,1,Large,LinkedIn,5,35,2,1,95668.0
3.01,Top-tier,STEM,Northeast,3,5,1,Small,LinkedIn,4,50,2,1,114405.0
2.85,Lower-tier,STEM,South,1,4,2,Medium,Handshake,4,18,2,1,78827.0
3.38,Lower-tier,STEM,Midwest,1,1,3,Small,Handshake,8,41,3,2,81949.0
3.61,Lower-tier,Healthcare,South,1,5,3,Large,Handshake,12,96,5,2,64520.0
3.07,Top-tier,Business,Midwest,2,4,3,Medium,Indeed,7,65,3,2,76764.0
2.77,Lower-tier,STEM,Northeast,2,0,2,Medium,LinkedIn,6,44,2,2,99289.0
2.77,Mid-tier,Humanities,Northeast,0,0,0,Small,Handshake,11,53,2,2,70477.0
3.15,Mid-tier,Healthcare,Northeast,2,1,3,Medium,Indeed,8,50,2,1,76395.0
2.96,Mid-tier,Humanities,West,1,1,4,Large,Indeed,11,196,8,1,48676.0
3.25,Mid-tier,Arts,Midwest,0,0,1,Large,LinkedIn,11,62,3,2,66495.0
3.18,Lower-tier,Business,South,2,2,3,Medium,LinkedIn,12,72,2,2,65936.0
3.62,Lower-tier,Humanities,Midwest,0,2,2,Large,Indeed,6,80,2,2,57604.0
2.85,Lower-tier,STEM,Midwest,1,2,3,Large,Handshake,3,22,2,1,75940.0
3.81,Lower-tier,Healthcare,Northeast,0,2,5,Medium,Indeed,4,46,2,2,71033.0
3.36,Top-tier,Healthcare,Northeast,4,3,6,Small,LinkedIn,3,20,2,2,102907.0
2.65,Lower-tier,STEM,Midwest,2,4,5,Large,Handshake,1,5,2,2,83387.0
3.05,Lower-tier,Arts,South,1,2,1,Medium,Handshake,11,60,2,2,58890.0
2.82,Mid-tier,Business,South,1,2,5,Small,Handshake,6,28,2,1,60688.0
3.67,Lower-tier,Humanities,South,0,3,1,Medium,Handshake,10,41,3,1,53327.0
2.97,Mid-tier,Healthcare,West,2,6,4,Large,Handshake,7,36,2,1,42754.0
2.6,Lower-tier,Business,South,2,3,3,Large,Indeed,9,112,5,1,76778.0
3.12,Mid-tier,Business,Northeast,2,1,4,Medium,LinkedIn,6,33,2,2,90703.0
3.16,Lower-tier,Healthcare,Midwest,1,4,0,Small,Handshake,9,85,4,3,63004.0
3.67,Lower-tier,Business,West,1,3,3,Medium,Handshake,3,19,2,2,68629.0
3.4,Mid-tier,STEM,Midwest,1,5,2,Medium,LinkedIn,6,47,2,2,94262.0
3.63,Mid-tier,Arts,Midwest,0,0,4,Medium,LinkedIn,3,31,2,1,77451.0
3.36,Lower-tier,STEM,West,3,1,2,Large,Handshake,12,70,2,2,87757.0
3.01,Lower-tier,Humanities,West,0,2,1,Medium,Indeed,10,145,7,2,47888.0
3.36,Mid-tier,Humanities,Midwest,1,2,5,Small,Handshake,1,5,2,1,65067.0
3.06,Mid-tier,STEM,West,2,5,1,Small,Handshake,8,44,2,1,87863.0
3.52,Top-tier,STEM,West,3,1,6,Large,LinkedIn,7,53,2,1,109123.0
3.24,Lower-tier,Healthcare,South,3,0,1,Small,Handshake,4,16,2,1,73435.0
3.59,Lower-tier,Business,West,2,1,3,Large,LinkedIn,3,12,2,1,81330.0
3.87,Lower-tier,STEM,Northeast,2,1,0,Large,Indeed,11,221,10,3,104176.0
2.86,Lower-tier,STEM,Northeast,1,3,5,Large,Handshake,5,23,2,1,67821.0
3.15,Top-tier,Healthcare,Northeast,1,1,5,Small,Handshake,1,5,2,2,62067.0
2.26,Top-tier,STEM,West,2,1,3,Large,Handshake,10,91,5,5,86375.0
3.26,Lower-tier,Humanities,Northeast,3,3,4,Large,Handshake,12,70,2,1,69723.0
3.4,Lower-tier,Business,South,0,1,2,Large,Handshake,6,30,2,2,69226.0
3.52,Lower-tier,STEM,West,2,0,3,Medium,Handshake,7,38,2,2,78969.0
3.88,Mid-tier,STEM,South,2,4,1,Large,LinkedIn,4,57,2,2,110352.0
3.3,Mid-tier,Arts,Northeast,0,0,4,Large,Handshake,4,25,2,1,50080.0
2.64,Lower-tier,STEM,Northeast,2,3,1,Large,LinkedIn,9,78,2,1,88846.0
3.32,Top-tier,Healthcare,Northeast,1,4,2,Medium,Indeed,1,14,2,2,55972.0
3.78,Mid-tier,Humanities,Northeast,0,4,2,Small,Handshake,6,50,3,1,51219.0
3.11,Mid-tier,Business,Northeast,3,2,2,Medium,LinkedIn,1,9,2,2,89893.0
2.99,Lower-tier,STEM,Northeast,0,0,2,Large,LinkedIn,8,65,3,1,89913.0
3.55,Mid-tier,STEM,Northeast,2,3,2,Medium,Indeed,9,138,7,6,82884.0
3.2,Mid-tier,Healthcare,Northeast,0,0,5,Large,Handshake,9,30,2,2,44903.0
3.55,Mid-tier,Business,Midwest,0,2,1,Small,Indeed,2,30,2,1,58940.0
2.8,Mid-tier,STEM,Midwest,1,4,0,Large,LinkedIn,7,11,2,1,85399.0
3.41,Mid-tier,Humanities,South,3,3,4,Medium,Indeed,4,48,3,2,59803.0
3.71,Mid-tier,Humanities,Midwest,1,5,6,Medium,Indeed,10,135,5,3,52641.0
2.67,Mid-tier,Humanities,Northeast,1,4,6,Large,LinkedIn,11,18,2,1,65433.0
3.2,Lower-tier,STEM,Midwest,0,2,1,Small,Handshake,2,5,2,2,74557.0
2.77,Mid-tier,Healthcare,West,2,0,1,Small,Handshake,2,10,2,1,75611.0
3.24,Lower-tier,STEM,West,1,4,4,Large,Handshake,1,5,2,1,78515.0
3.37,Lower-tier,Humanities,Midwest,0,2,2,Medium,Handshake,8,18,2,2,62000.0
2.87,Mid-tier,Business,West,1,2,1,Large,Handshake,6,17,2,1,58603.0
2.66,Mid-tier,STEM,Midwest,1,2,4,Small,Handshake,2,5,2,2,69658.0
3.31,Mid-tier,Healthcare,Midwest,0,2,3,Large,Indeed,8,126,3,3,75261.0
2.58,Lower-tier,Business,West,0,2,3,Large,Handshake,12,76,2,2,49590.0
2.67,Mid-tier,Business,West,3,3,3,Large,LinkedIn,9,30,2,1,89231.0
2.79,Lower-tier,Healthcare,Midwest,0,1,6,Large,LinkedIn,1,9,2,2,66122.0
3.29,Mid-tier,Business,Northeast,0,4,3,Medium,Indeed,8,108,3,2,58431.0
3.35,Lower-tier,STEM,Northeast,0,1,6,Large,Handshake,2,15,2,1,87336.0
2.67,Mid-tier,Business,West,1,1,2,Medium,Handshake,11,91,4,4,60526.0
2.64,Mid-tier,Business,West,0,2,2,Medium,Handshake,10,45,3,3,68516.0
3.31,Lower-tier,Business,West,3,2,5,Medium,LinkedIn,6,30,2,2,91336.0
3.41,Top-tier,Healthcare,Northeast,2,1,3,Small,LinkedIn,7,96,5,5,74761.0
3.27,Mid-tier,STEM,Midwest,0,0,4,Small,Handshake,7,21,2,2,68978.0
3.52,Lower-tier,Business,South,1,1,4,Medium,Handshake,3,5,2,1,68116.0
3.44,Top-tier,Humanities,West,1,0,1,Medium,Handshake,10,80,4,3,72358.0
2.81,Lower-tier,Humanities,Northeast,2,1,2,Small,Handshake,5,10,2,1,65097.0
3.25,Mid-tier,STEM,Northeast,1,1,3,Small,Indeed,5,104,4,4,69934.0
3.57,Lower-tier,Business,South,3,0,3,Large,LinkedIn,2,14,2,1,103046.0
2.57,Mid-tier,Business,Midwest,1,1,7,Large,Indeed,12,174,8,3,65277.0
2.83,Mid-tier,Healthcare,South,1,2,3,Small,Handshake,3,17,2,1,52450.0
2.96,Lower-tier,Business,Northeast,2,3,1,Small,Indeed,5,85,5,1,75613.0
4.0,Top-tier,Business,South,5,0,3,Medium,LinkedIn,4,9,2,1,123515.0
3.83,Mid-tier,STEM,Northeast,1,3,3,Small,Handshake,4,28,2,2,84391.0
3.45,Mid-tier,STEM,South,1,0,2,Small,Indeed,9,48,3,1,66892.0
3.31,Lower-tier,Business,Midwest,3,3,1,Small,Handshake,10,86,5,1,83156.0
3.21,Lower-tier,STEM,West,2,3,2,Medium,Handshake,12,80,3,3,61359.0
2.79,Lower-tier,STEM,Midwest,0,3,5,Large,Indeed,12,100,6,1,77277.0
2.71,Mid-tier,STEM,West,0,1,3,Medium,Handshake,6,48,3,1,76877.0
3.55,Lower-tier,STEM,South,3,2,5,Large,LinkedIn,3,28,2,1,98713.0
3.82,Lower-tier,Humanities,South,1,3,0,Medium,LinkedIn,1,5,2,2,66542.0
3.44,Mid-tier,Business,Midwest,1,2,2,Medium,LinkedIn,3,29,2,2,78358.0
2.96,Mid-tier,Business,South,2,4,2,Medium,Indeed,5,58,3,2,69610.0
2.91,Lower-tier,Humanities,South,0,1,2,Medium,LinkedIn,11,137,3,2,64974.0
3.72,Mid-tier,Business,Midwest,0,1,3,Medium,LinkedIn,3,31,2,1,69059.0
3.35,Mid-tier,Business,Midwest,0,2,4,Large,Indeed,3,15,2,2,66706.0
3.74,Mid-tier,Humanities,Midwest,0,4,1,Large,LinkedIn,12,110,6,1,69057.0
3.58,Mid-tier,Humanities,South,0,2,4,Large,LinkedIn,8,85,5,5,51418.0
3.96,Mid-tier,STEM,West,2,1,1,Small,Handshake,12,98,5,4,75042.0
3.3,Mid-tier,STEM,Northeast,2,1,1,Large,Indeed,7,74,2,2,63317.0
2.86,Mid-tier,STEM,Midwest,2,1,3,Large,Handshake,7,71,2,2,86830.0
3.35,Mid-tier,STEM,South,4,1,7,Large,LinkedIn,2,27,2,2,94708.0
3.77,Lower-tier,STEM,Northeast,0,1,1,Small,LinkedIn,1,6,2,1,76951.0
2.73,Top-tier,Healthcare,Midwest,4,1,3,Medium,LinkedIn,7,73,2,1,88842.0
3.53,Lower-tier,STEM,Northeast,3,2,2,Large,Indeed,4,36,2,2,101513.0
3.3,Mid-tier,Business,West,3,1,4,Large,Handshake,3,15,2,2,82204.0
3.06,Mid-tier,Business,West,1,2,3,Large,LinkedIn,8,72,4,4,72577.0
2.99,Lower-tier,Business,Northeast,1,1,2,Medium,Handshake,4,12,2,2,77311.0
3.63,Lower-tier,Arts,Northeast,1,1,1,Medium,Handshake,9,78,4,4,54660.0
2.58,Mid-tier,Humanities,Midwest,2,0,2,Medium,Handshake,9,45,2,2,63833.0
3.62,Lower-tier,Arts,Midwest,0,4,7,Small,Handshake,9,84,2,2,44328.0
3.25,Lower-tier,STEM,Northeast,3,0,2,Medium,Handshake,5,23,2,1,76888.0
3.76,Top-tier,Healthcare,South,4,0,4,Medium,LinkedIn,1,14,2,1,105537.0
3.09,Top-tier,Healthcare,Northeast,2,1,1,Large,LinkedIn,11,111,5,3,80901.0
3.51,Lower-tier,Healthcare,South,2,4,5,Large,LinkedIn,12,16,2,1,78308.0
3.15,Mid-tier,STEM,South,0,2,4,Large,Handshake,3,5,2,2,73050.0
2.65,Mid-tier,STEM,Midwest,3,2,3,Small,Handshake,8,57,3,1,90607.0
3.22,Mid-tier,Healthcare,South,2,0,3,Large,Indeed,12,154,2,1,64417.0
3.76,Mid-tier,STEM,Midwest,2,1,6,Medium,Handshake,5,30,2,2,84388.0
3.81,Mid-tier,Healthcare,West,3,2,2,Large,LinkedIn,12,110,2,1,65121.0
2.92,Top-tier,STEM,Midwest,2,2,5,Medium,Handshake,2,6,2,2,92057.0
3.48,Mid-tier,Business,West,0,0,2,Large,LinkedIn,6,63,4,1,73258.0
3.08,Mid-tier,Business,West,0,3,5,Large,LinkedIn,3,31,2,1,70751.0
2.96,Lower-tier,Business,Northeast,5,3,3,Medium,Handshake,4,10,2,1,74598.0
3.36,Mid-tier,Humanities,Northeast,3,4,0,Large,Indeed,12,170,3,3,67152.0
3.73,Lower-tier,Healthcare,Midwest,2,4,3,Medium,Handshake,7,50,2,1,72945.0
3.27,Top-tier,Business,Midwest,2,1,4,Large,LinkedIn,10,133,5,3,87988.0
2.95,Top-tier,Business,West,2,3,1,Large,LinkedIn,8,52,3,2,85890.0
3.42,Top-tier,Business,South,3,1,2,Medium,LinkedIn,7,25,2,2,107980.0
3.03,Lower-tier,STEM,South,1,1,5,Large,Handshake,12,110,5,1,73815.0
2.54,Top-tier,Business,Northeast,1,2,3,Small,LinkedIn,8,58,3,3,87416.0
3.15,Mid-tier,STEM,Northeast,3,0,6,Medium,Handshake,7,23,2,2,80944.0
2.93,Top-tier,Humanities,Northeast,3,4,2,Large,LinkedIn,8,112,6,5,73743.0
3.14,Mid-tier,STEM,Midwest,1,4,4,Large,Indeed,8,124,7,2,70163.0
2.54,Lower-tier,Business,Northeast,3,1,2,Small,Handshake,8,61,2,2,55469.0
3.09,Lower-tier,Business,Northeast,2,1,3,Large,Handshake,4,28,2,2,74100.0
3.45,Lower-tier,Business,South,1,5,3,Medium,Handshake,2,12,2,1,72595.0
3.8,Lower-tier,Humanities,Midwest,2,2,4,Large,Handshake,10,71,4,1,78510.0
3.12,Mid-tier,Healthcare,West,3,3,3,Large,Handshake,2,7,2,2,59816.0
3.62,Mid-tier,Healthcare,South,4,3,3,Small,LinkedIn,8,66,2,1,81957.0
3.75,Mid-tier,Humanities,South,2,2,5,Medium,LinkedIn,2,17,2,1,85054.0
2.72,Mid-tier,Healthcare,Northeast,2,1,0,Medium,LinkedIn,10,81,4,2,73319.0
2.45,Mid-tier,Business,Northeast,0,3,2,Medium,Indeed,11,99,4,2,55810.0
2.3,Lower-tier,Business,Northeast,0,1,1,Small,Handshake,10,18,2,2,66720.0
3.55,Mid-tier,Business,Northeast,2,2,2,Small,LinkedIn,11,150,4,1,73202.0
2.92,Mid-tier,Business,West,2,2,2,Medium,Indeed,1,9,2,2,57632.0
2.58,Mid-tier,Business,Midwest,0,1,2,Small,Handshake,2,9,2,1,79315.0
3.88,Mid-tier,Business,South,2,0,3,Small,LinkedIn,2,14,2,2,80861.0
3.59,Mid-tier,Business,Northeast,0,0,3,Medium,LinkedIn,2,20,2,2,74703.0
3.18,Lower-tier,STEM,West,2,1,2,Large,LinkedIn,8,58,3,1,83951.0
3.51,Lower-tier,Healthcare,Northeast,0,1,2,Medium,Indeed,11,144,6,5,53447.0
3.18,Lower-tier,Business,Midwest,0,2,0,Large,LinkedIn,4,38,2,1,80775.0
3.17,Lower-tier,Business,West,2,3,2,Large,LinkedIn,8,21,2,2,75146.0
3.21,Lower-tier,STEM,West,0,4,6,Medium,Indeed,5,80,4,3,76745.0
2.9,Lower-tier,Healthcare,West,2,1,3,Large,Handshake,3,13,2,2,59328.0
3.58,Mid-tier,Business,Northeast,0,5,3,Medium,LinkedIn,4,38,2,2,80492.0
3.11,Lower-tier,Humanities,South,1,4,4,Medium,LinkedIn,9,94,4,1,54574.0
3.45,Mid-tier,Business,Northeast,3,2,2,Medium,LinkedIn,8,86,3,2,76066.0
3.49,Mid-tier,STEM,Midwest,2,4,0,Large,Handshake,8,62,3,2,94471.0
3.2,Lower-tier,Business,South,3,3,3,Medium,LinkedIn,9,76,2,1,70766.0
3.31,Lower-tier,Business,Northeast,3,1,2,Large,Handshake,1,5,2,2,77367.0
3.26,Top-tier,Healthcare,West,2,2,3,Small,Indeed,10,158,3,3,77055.0
2.5,Lower-tier,Business,West,2,1,3,Large,Indeed,11,130,4,2,65672.0
3.81,Mid-tier,Humanities,Midwest,0,2,3,Large,LinkedIn,1,9,2,2,53023.0
3.73,Mid-tier,Business,South,1,2,5,Large,LinkedIn,3,29,2,2,84450.0
3.48,Mid-tier,Healthcare,South,3,3,1,Medium,LinkedIn,9,64,2,2,75485.0
3.51,Mid-tier,Business,South,0,3,2,Large,Handshake,9,75,2,2,67067.0
2.42,Mid-tier,Arts,South,0,2,1,Medium,Handshake,6,49,3,1,61178.0
3.42,Mid-tier,STEM,South,1,1,4,Medium,Indeed,9,127,7,3,71838.0
3.29,Lower-tier,STEM,South,2,2,5,Large,Handshake,4,27,2,1,86360.0
3.52,Mid-tier,STEM,West,1,2,2,Large,Handshake,12,68,2,1,75157.0
3.26,Top-tier,Business,Northeast,2,2,4,Medium,LinkedIn,9,102,2,2,91195.0
3.22,Lower-tier,STEM,West,0,1,0,Large,Handshake,9,46,3,1,84303.0
3.81,Lower-tier,STEM,West,2,4,2,Small,LinkedIn,6,72,2,1,102981.0
3.03,Mid-tier,Business,Northeast,0,3,2,Small,LinkedIn,6,40,2,2,61006.0
2.17,Top-tier,Healthcare,Northeast,4,5,1,Medium,Handshake,4,35,2,1,86590.0
2.77,Lower-tier,STEM,South,1,2,6,Medium,Indeed,11,155,8,4,76259.0
3.63,Mid-tier,STEM,West,4,1,0,Large,Handshake,1,8,2,2,98455.0
2.34,Lower-tier,Business,West,3,1,1,Medium,LinkedIn,8,73,4,1,72936.0
2.85,Lower-tier,STEM,Midwest,2,0,1,Large,Handshake,1,5,2,1,72576.0
3.46,Lower-tier,Business,West,4,1,3,Large,Handshake,4,27,2,2,88984.0
3.19,Lower-tier,Business,Northeast,0,2,6,Small,Indeed,5,61,4,4,55724.0
3.06,Mid-tier,Business,South,1,3,1,Medium,Indeed,3,21,2,2,76990.0
3.79,Mid-tier,STEM,West,3,1,0,Medium,LinkedIn,6,53,3,2,90961.0
3.31,Mid-tier,Humanities,Midwest,0,1,0,Large,Handshake,9,34,2,2,58951.0
3.69,Lower-tier,Healthcare,Northeast,1,0,3,Small,LinkedIn,8,96,2,1,84186.0
3.26,Lower-tier,STEM,Midwest,0,1,3,Medium,Indeed,1,5,2,2,63520.0
2.89,Lower-tier,Healthcare,Midwest,1,1,1,Large,Indeed,2,36,2,2,66220.0
3.17,Top-tier,STEM,Northeast,0,2,4,Medium,LinkedIn,11,84,2,2,92202.0
3.86,Lower-tier,Business,Northeast,1,0,4,Small,Handshake,10,81,5,2,61693.0
3.6,Top-tier,Healthcare,Midwest,1,1,4,Small,LinkedIn,3,25,2,1,82861.0
3.56,Mid-tier,Business,Northeast,2,4,3,Large,Handshake,8,9,2,1,65544.0
2.7,Mid-tier,STEM,Midwest,1,1,4,Medium,Indeed,2,20,2,2,63882.0
2.86,Mid-tier,Healthcare,South,2,3,2,Large,Handshake,2,9,2,1,59777.0
2.71,Mid-tier,Healthcare,Northeast,1,3,3,Medium,Indeed,10,216,9,4,42798.0
3.44,Lower-tier,Humanities,West,3,2,3,Medium,Indeed,4,50,3,2,63510.0
3.55,Top-tier,Humanities,South,3,5,3,Large,Handshake,6,5,2,2,70366.0
2.84,Mid-tier,STEM,Northeast,2,2,6,Medium,LinkedIn,5,57,3,2,87302.0
2.45,Mid-tier,Healthcare,South,2,3,5,Large,Indeed,7,107,4,2,61663.0
3.37,Lower-tier,Business,Midwest,0,0,3,Medium,Handshake,12,70,2,1,68061.0
2.94,Top-tier,Business,West,1,1,3,Medium,Handshake,7,25,2,2,71991.0
4.0,Lower-tier,Arts,Northeast,0,5,5,Small,Indeed,2,32,2,2,60415.0
3.02,Mid-tier,Business,Midwest,2,4,2,Small,Handshake,2,10,2,1,65456.0
3.14,Mid-tier,Business,South,1,3,1,Small,Indeed,1,17,2,1,70984.0
3.35,Mid-tier,Arts,Midwest,1,1,1,Medium,Indeed,6,76,2,2,61308.0
3.54,Mid-tier,STEM,Midwest,1,2,5,Medium,LinkedIn,8,53,2,2,101541.0
2.44,Mid-tier,Business,Northeast,1,2,3,Large,Indeed,8,116,3,1,62310.0
3.19,Mid-tier,STEM,Northeast,0,0,7,Medium,Handshake,4,10,2,1,61698.0
2.88,Mid-tier,Business,Midwest,0,5,3,Small,LinkedIn,10,151,5,3,63041.0
2.99,Lower-tier,Healthcare,West,3,2,5,Large,Handshake,7,42,2,2,79171.0
2.95,Top-tier,STEM,West,3,1,2,Medium,LinkedIn,7,77,2,1,104589.0
3.02,Mid-tier,STEM,South,2,2,2,Large,Indeed,8,118,6,2,81722.0
3.07,Mid-tier,Arts,Northeast,2,4,3,Large,LinkedIn,4,35,2,1,76457.0
3.13,Mid-tier,STEM,West,2,3,0,Small,LinkedIn,4,36,2,1,96680.0
2.89,Top-tier,Business,West,3,2,8,Large,LinkedIn,7,43,2,1,106547.0
2.75,Mid-tier,Humanities,Midwest,2,1,6,Medium,Handshake,12,34,2,2,78296.0
3.21,Mid-tier,Business,West,0,2,3,Small,Handshake,4,34,2,1,69423.0
3.99,Mid-tier,STEM,West,1,3,5,Medium,Indeed,1,13,2,2,74872.0
2.71,Top-tier,Business,South,2,1,2,Medium,LinkedIn,4,14,2,1,76187.0
3.06,Mid-tier,Business,West,1,0,2,Large,LinkedIn,8,76,3,3,81919.0
2.51,Lower-tier,Business,West,4,1,0,Medium,LinkedIn,2,18,2,1,96047.0
3.48,Mid-tier,Business,South,1,0,3,Medium,LinkedIn,10,115,6,5,84329.0
3.04,Lower-tier,Humanities,West,2,3,3,Large,Indeed,5,100,4,1,59152.0
3.31,Mid-tier,STEM,Northeast,3,0,4,Large,Handshake,8,37,2,1,93834.0
2.71,Mid-tier,STEM,Midwest,1,2,8,Large,LinkedIn,7,99,5,1,87809.0
3.51,Lower-tier,Humanities,West,2,2,7,Medium,Indeed,8,82,4,4,47646.0
3.65,Top-tier,STEM,Northeast,4,3,2,Medium,LinkedIn,6,39,2,2,114577.0
3.64,Lower-tier,STEM,West,4,2,2,Large,Indeed,2,25,2,2,86724.0
3.67,Mid-tier,Healthcare,West,3,0,3,Medium,LinkedIn,7,75,4,4,78961.0
3.75,Lower-tier,Healthcare,Northeast,2,2,4,Large,Handshake,11,58,2,1,69187.0
3.16,Lower-tier,Arts,West,1,4,5,Large,LinkedIn,4,27,2,1,67789.0
3.28,Mid-tier,Business,Midwest,4,1,1,Large,Indeed,8,92,2,1,79949.0
3.64,Mid-tier,Humanities,West,0,1,0,Medium,Handshake,11,27,2,2,54982.0
3.77,Mid-tier,Arts,Midwest,4,3,5,Large,Handshake,8,42,2,1,78878.0
3.47,Top-tier,STEM,West,1,3,4,Medium,Handshake,10,63,4,3,95069.0
3.23,Mid-tier,STEM,West,3,1,6,Large,LinkedIn,12,160,7,6,92071.0
3.51,Lower-tier,Arts,South,0,1,4,Medium,LinkedIn,1,12,2,2,61757.0
3.76,Top-tier,Humanities,West,1,3,2,Medium,LinkedIn,4,30,2,2,78947.0
3.28,Lower-tier,Healthcare,Northeast,0,1,4,Large,Handshake,9,34,2,1,58740.0
3.95,Top-tier,STEM,West,2,1,4,Small,LinkedIn,10,40,2,2,95529.0
3.09,Top-tier,Business,West,4,1,3,Small,LinkedIn,7,56,2,1,93884.0
3.42,Lower-tier,Healthcare,South,2,2,3,Large,Indeed,5,88,5,2,59737.0
3.09,Mid-tier,Humanities,Midwest,0,2,1,Large,Handshake,5,35,2,2,44811.0
2.55,Mid-tier,STEM,Northeast,1,2,0,Medium,Handshake,7,42,2,2,82181.0
3.83,Lower-tier,Business,West,1,1,2,Large,LinkedIn,11,117,4,3,81467.0
3.71,Mid-tier,STEM,South,2,1,3,Large,Handshake,3,5,2,1,81249.0
2.55,Top-tier,Healthcare,South,3,0,4,Medium,Handshake,11,33,2,1,59044.0
2.91,Mid-tier,Healthcare,West,1,1,5,Large,Handshake,7,40,2,1,54417.0
3.99,Mid-tier,STEM,West,2,6,4,Small,Handshake,12,54,2,1,92591.0
2.87,Lower-tier,STEM,West,1,3,3,Large,Indeed,3,41,2,1,61474.0
4.0,Mid-tier,Business,Midwest,3,2,3,Medium,LinkedIn,2,8,2,1,87374.0
2.99,Mid-tier,Healthcare,West,0,3,5,Medium,Handshake,6,5,2,1,53647.0
2.87,Lower-tier,STEM,South,3,3,3,Large,LinkedIn,2,10,2,1,94077.0
2.69,Lower-tier,Healthcare,South,0,4,2,Small,Handshake,6,22,2,2,49908.0
3.02,Mid-tier,STEM,Midwest,2,1,5,Medium,Handshake,7,44,2,2,78012.0
2.54,Lower-tier,Business,West,1,2,1,Medium,Handshake,6,25,2,1,70298.0
3.3,Lower-tier,Business,Midwest,3,2,6,Medium,LinkedIn,5,24,2,2,88822.0
3.35,Top-tier,Business,Midwest,4,1,1,Large,Indeed,1,17,2,2,89029.0
2.8,Mid-tier,STEM,West,2,2,3,Large,Handshake,11,121,4,1,84549.0
3.25,Lower-tier,Business,Northeast,2,1,3,Small,Indeed,4,71,2,2,87687.0
3.67,Lower-tier,Business,Northeast,1,1,4,Large,Indeed,7,72,4,1,73243.0
3.39,Mid-tier,Business,Northeast,3,1,1,Large,Indeed,10,70,4,3,83792.0
2.17,Lower-tier,Business,Midwest,1,2,4,Large,Handshake,5,61,3,1,60450.0
3.68,Mid-tier,Healthcare,Midwest,1,0,4,Large,Handshake,3,6,2,1,61063.0
3.63,Mid-tier,Healthcare,South,0,4,0,Medium,LinkedIn,5,50,2,1,68790.0
2.65,Mid-tier,STEM,Northeast,2,4,2,Medium,Indeed,2,28,2,1,76203.0
2.82,Top-tier,Healthcare,Northeast,1,1,2,Medium,Handshake,7,35,2,2,62125.0
3.51,Mid-tier,Humanities,Northeast,3,1,3,Small,Handshake,3,24,2,1,67411.0
4.0,Mid-tier,Business,South,1,2,3,Medium,Handshake,2,10,2,1,62680.0
3.7,Mid-tier,STEM,South,0,1,1,Large,Handshake,7,63,3,1,87930.0
3.34,Mid-tier,Humanities,Midwest,3,2,2,Medium,LinkedIn,12,72,4,4,74278.0
2.97,Lower-tier,STEM,South,0,0,5,Medium,Handshake,8,33,2,1,87138.0
3.23,Mid-tier,STEM,Northeast,3,1,3,Medium,Indeed,12,154,8,8,83394.0
3.66,Mid-tier,Healthcare,South,2,1,2,Large,LinkedIn,8,50,3,3,64058.0
2.54,Mid-tier,Humanities,Northeast,1,1,1,Medium,Handshake,1,5,2,1,57212.0
3.31,Mid-tier,STEM,West,2,0,6,Large,LinkedIn,7,78,2,2,94342.0
