GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Offer_Salary
3.29,Lower-tier,Arts,South,1,5,5,Large,LinkedIn,1,8,4,1,,
3.13,Lower-tier,Humanities,Northeast,2,3,2,Large,Indeed,2,23,2,2,,
3.12,Top-tier,STEM,Northeast,0,3,3,Small,Indeed,4,5,2,2,,
3.84,Mid-tier,STEM,West,1,2,3,Medium,LinkedIn,3,6,0,0,,
3.08,Mid-tier,STEM,South,0,3,3,Small,Handshake,1,5,2,2,,
3.33,Mid-tier,STEM,Northeast,2,0,3,Large,Indeed,11,212,3,1,,
2.76,Lower-tier,Humanities,Northeast,2,1,4,Small,Handshake,10,26,2,1,,
3.04,Mid-tier,Arts,Midwest,3,2,2,Medium,LinkedIn,1,12,2,0,,
3.56,Lower-tier,Business,Midwest,2,2,1,Small,Indeed,10,61,3,3,,
3.24,Lower-tier,Healthcare,Midwest,1,3,2,Medium,Indeed,12,142,1,1,,
3.42,Mid-tier,Healthcare,Midwest,0,2,3,Large,Handshake,10,48,2,0,,
3.64,Top-tier,Business,Northeast,2,0,3,Medium,Handshake,4,33,2,1,,
3.25,Mid-tier,Business,West,0,3,4,Medium,LinkedIn,4,23,1,0,,
2.54,Top-tier,STEM,Northeast,4,0,2,Large,LinkedIn,8,86,2,2,,
3.52,Mid-tier,Business,West,1,1,2,Large,Indeed,3,18,2,1,,
3.05,Lower-tier,STEM,West,0,3,4,Medium,Indeed,4,30,0,0,,
3.59,Lower-tier,STEM,Northeast,0,4,1,Medium,LinkedIn,4,67,1,0,,
2.62,Mid-tier,Business,South,1,1,1,Medium,LinkedIn,6,68,3,0,,
3.25,Mid-tier,Healthcare,South,2,4,1,Large,Indeed,1,14,0,0,,
2.92,Lower-tier,Business,Northeast,1,3,1,Large,Handshake,11,69,1,0,,
2.84,Lower-tier,STEM,Northeast,0,0,3,Medium,LinkedIn,6,33,1,0,,
3.38,Lower-tier,Healthcare,South,0,1,1,Large,LinkedIn,1,14,0,0,,
3.33,Lower-tier,STEM,West,1,1,1,Large,Handshake,12,68,3,2,,
3.59,Lower-tier,STEM,South,0,0,4,Large,Handshake,5,44,2,2,,
2.75,Lower-tier,STEM,Northeast,1,2,3,Medium,Handshake,7,39,2,1,,
3.91,Mid-tier,Healthcare,Northeast,0,0,6,Large,LinkedIn,7,40,2,1,,
3.85,Mid-tier,Business,South,4,0,2,Large,LinkedIn,11,115,3,3,,
3.32,Mid-tier,STEM,South,1,2,0,Small,Handshake,12,72,5,0,,
3.23,Mid-tier,Humanities,South,0,3,2,Medium,LinkedIn,11,75,2,0,,
3.72,Mid-tier,Business,Northeast,0,1,5,Medium,LinkedIn,9,51,3,3,,
3.03,Mid-tier,Humanities,South,1,5,3,Medium,LinkedIn,10,76,4,0,,
2.68,Lower-tier,STEM,Midwest,0,2,3,Medium,LinkedIn,11,53,3,3,,
3.28,Lower-tier,Business,Northeast,2,1,7,Medium,LinkedIn,8,76,6,2,,
2.92,Lower-tier,Arts,West,0,2,3,Large,Handshake,9,30,0,0,,
2.57,Top-tier,Healthcare,West,1,5,2,Large,Indeed,6,74,0,0,,
2.44,Mid-tier,Business,Northeast,1,2,1,Medium,Handshake,7,51,3,0,,
3.24,Lower-tier,Business,Midwest,1,4,2,Small,LinkedIn,12,86,4,2,,
3.42,Mid-tier,Business,South,3,3,3,Small,LinkedIn,2,13,2,2,,
3.01,Lower-tier,Business,Northeast,1,1,4,Large,Handshake,6,43,3,2,,
3.32,Top-tier,Humanities,South,0,2,3,Small,Indeed,6,111,1,1,,
2.76,Top-tier,STEM,South,2,2,5,Medium,Handshake,8,42,7,3,,
3.03,Mid-tier,Business,South,0,3,3,Medium,Handshake,1,5,1,0,,
3.27,Mid-tier,STEM,Northeast,0,0,4,Medium,Handshake,9,48,2,2,,
3.2,Mid-tier,Healthcare,Midwest,0,1,1,Small,Handshake,1,5,0,0,,
2.46,Lower-tier,STEM,Midwest,1,4,5,Medium,LinkedIn,6,20,3,2,,
3.21,Mid-tier,Business,West,3,0,2,Large,Handshake,3,27,2,2,,
3.28,Top-tier,Business,West,1,3,4,Large,LinkedIn,5,40,1,0,,
2.03,Mid-tier,Healthcare,Midwest,0,4,3,Large,Handshake,9,18,2,0,,
2.63,Top-tier,Humanities,Northeast,1,0,4,Medium,LinkedIn,4,24,1,0,,
4.0,Lower-tier,Business,South,3,2,10,Small,LinkedIn,8,105,2,1,,
2.59,Mid-tier,Arts,Midwest,1,1,4,Medium,Indeed,11,187,2,0,,
3.49,Mid-tier,Humanities,South,0,2,2,Small,Indeed,9,162,4,1,,
3.03,Lower-tier,Business,Midwest,1,2,1,Large,LinkedIn,9,112,4,0,,
3.19,Top-tier,STEM,Midwest,0,3,3,Large,LinkedIn,12,5,2,2,,
3.18,Lower-tier,Business,West,0,1,5,Small,Indeed,3,59,3,3,,
2.95,Top-tier,Humanities,Northeast,0,2,3,Large,Handshake,1,7,1,0,,
3.09,Top-tier,STEM,Northeast,1,3,2,Medium,Indeed,9,124,4,3,,
3.14,Lower-tier,Healthcare,West,2,1,3,Small,Handshake,7,8,2,2,,
3.11,Mid-tier,STEM,South,1,1,5,Medium,Handshake,5,5,1,1,,
3.26,Lower-tier,Healthcare,Midwest,1,4,4,Medium,LinkedIn,3,37,2,2,,
2.67,Mid-tier,STEM,South,2,0,4,Small,Handshake,10,60,2,0,,
3.46,Mid-tier,Humanities,South,0,2,4,Large,LinkedIn,8,22,2,2,,
3.25,Top-tier,Healthcare,South,1,0,3,Medium,Indeed,7,65,0,0,,
3.07,Mid-tier,STEM,Midwest,0,2,3,Medium,Indeed,8,150,4,3,,
3.19,Lower-tier,Business,Midwest,3,5,2,Medium,LinkedIn,10,115,4,2,,
3.7,Mid-tier,Business,South,2,0,3,Medium,LinkedIn,11,148,2,2,,
2.91,Mid-tier,Business,South,1,3,2,Medium,Handshake,7,25,3,2,,
2.88,Mid-tier,STEM,Midwest,4,1,8,Large,LinkedIn,7,77,3,3,,
4.0,Lower-tier,Humanities,South,2,0,2,Medium,LinkedIn,7,64,4,2,,
3.45,Lower-tier,Healthcare,Midwest,0,0,4,Medium,Handshake,9,34,2,1,,
3.69,Mid-tier,Business,South,0,1,2,Small,Handshake,9,22,2,2,,
2.96,Lower-tier,STEM,South,0,1,2,Medium,LinkedIn,8,85,6,2,,
3.07,Lower-tier,Business,Midwest,0,3,3,Medium,LinkedIn,8,69,3,2,,
2.63,Top-tier,STEM,Northeast,0,3,5,Small,LinkedIn,1,10,0,0,,
3.51,Mid-tier,STEM,South,0,1,5,Large,Handshake,2,5,2,2,,
3.09,Mid-tier,Arts,Northeast,2,3,3,Large,LinkedIn,2,22,1,1,,
3.43,Top-tier,STEM,Northeast,2,1,1,Small,LinkedIn,10,93,3,2,,
3.75,Lower-tier,Business,Northeast,2,0,5,Large,LinkedIn,9,49,3,3,,
3.95,Lower-tier,Healthcare,South,1,0,2,Large,LinkedIn,10,90,2,1,,
3.26,Lower-tier,Humanities,Northeast,3,2,3,Small,LinkedIn,3,9,2,1,,
2.78,Lower-tier,Business,West,0,2,1,Large,LinkedIn,2,22,2,0,,
4.0,Lower-tier,Healthcare,Midwest,0,4,5,Medium,Handshake,7,9,2,1,,
3.76,Lower-tier,STEM,Northeast,1,1,1,Large,Handshake,6,60,3,2,,
3.17,Lower-tier,Business,West,0,1,6,Medium,Handshake,2,5,0,0,,
3.25,Mid-tier,Business,Midwest,0,2,3,Small,LinkedIn,2,5,1,0,,
3.46,Mid-tier,Business,Midwest,5,1,4,Medium,LinkedIn,8,28,2,1,,
2.61,Top-tier,Business,West,2,1,1,Small,LinkedIn,4,12,0,0,,
3.34,Lower-tier,Business,Northeast,1,2,5,Large,Handshake,11,51,7,2,,
3.15,Mid-tier,Humanities,Midwest,3,4,3,Medium,Indeed,7,84,5,2,,
3.35,Mid-tier,STEM,South,2,0,5,Medium,Handshake,11,31,2,1,,
3.43,Mid-tier,Humanities,West,2,2,1,Large,Indeed,8,101,3,2,,
3.88,Top-tier,STEM,Northeast,0,4,6,Medium,LinkedIn,1,5,2,2,,
2.99,Mid-tier,STEM,South,0,1,1,Large,LinkedIn,3,22,0,0,,
3.35,Lower-tier,STEM,West,1,1,3,Large,Indeed,3,62,1,0,,
3.3,Lower-tier,STEM,Midwest,0,0,2,Medium,Handshake,10,5,1,0,,
3.86,Lower-tier,STEM,South,0,2,3,Large,Handshake,4,15,2,2,,
2.63,Lower-tier,STEM,West,1,2,4,Large,Handshake,12,88,3,1,,
3.48,Mid-tier,Healthcare,South,0,3,7,Large,Handshake,1,5,0,0,,
3.66,Mid-tier,STEM,Northeast,0,1,2,Large,LinkedIn,8,54,1,0,,
2.94,Lower-tier,STEM,Northeast,0,1,2,Large,Handshake,6,45,0,0,,
2.8,Top-tier,Arts,South,2,3,6,Large,Handshake,11,49,2,1,,
3.59,Lower-tier,Healthcare,Midwest,0,4,4,Medium,Handshake,1,6,1,1,,
3.69,Lower-tier,Humanities,West,1,1,8,Medium,Handshake,4,7,0,0,,
3.18,Top-tier,Business,Midwest,1,1,2,Small,LinkedIn,9,85,3,2,,
3.8,Mid-tier,Humanities,West,0,1,6,Small,LinkedIn,2,23,2,1,,
2.81,Mid-tier,Business,Midwest,1,1,1,Medium,LinkedIn,9,93,2,0,,
3.65,Lower-tier,Business,South,3,1,3,Large,LinkedIn,4,32,1,0,,
3.45,Lower-tier,STEM,Midwest,2,3,3,Medium,Indeed,9,97,5,4,,
3.82,Mid-tier,Business,West,0,2,3,Medium,LinkedIn,2,11,0,0,,
3.06,Mid-tier,STEM,South,1,3,4,Large,Indeed,12,78,0,0,,
3.27,Lower-tier,Business,Northeast,1,3,3,Small,Handshake,4,28,4,1,,
2.95,Mid-tier,STEM,Northeast,3,1,3,Large,Handshake,3,22,1,1,,
3.67,Mid-tier,STEM,Northeast,0,2,5,Medium,LinkedIn,3,35,1,0,,
3.86,Top-tier,STEM,Northeast,0,1,4,Large,Handshake,3,9,2,1,,
3.04,Mid-tier,STEM,West,0,2,1,Large,Indeed,11,106,3,3,,
2.2,Lower-tier,Arts,South,2,2,1,Large,Handshake,4,24,3,1,,
3.13,Lower-tier,STEM,Midwest,1,6,2,Large,LinkedIn,3,36,2,1,,
3.38,Mid-tier,STEM,South,2,1,3,Medium,Handshake,1,5,1,0,,
3.07,Top-tier,STEM,South,0,3,5,Large,Indeed,5,78,0,0,,
3.3,Mid-tier,STEM,West,2,3,1,Small,LinkedIn,2,21,2,2,,
3.18,Top-tier,Healthcare,West,0,3,5,Large,Handshake,2,11,2,1,,
3.65,Lower-tier,Healthcare,Northeast,2,2,3,Medium,Indeed,4,62,1,0,,
2.89,Top-tier,STEM,Northeast,2,5,1,Large,LinkedIn,6,75,1,0,,
3.73,Mid-tier,Healthcare,South,0,0,3,Medium,Indeed,6,126,3,1,,
2.84,Mid-tier,Humanities,Northeast,2,3,2,Medium,LinkedIn,9,36,1,0,,
2.13,Mid-tier,Business,West,1,1,3,Large,Indeed,12,186,2,1,,
2.97,Lower-tier,Arts,Midwest,0,3,3,Large,Indeed,7,73,0,0,,
3.14,Lower-tier,STEM,Midwest,0,0,2,Large,Indeed,1,13,0,0,,
2.65,Top-tier,STEM,West,2,3,4,Small,Indeed,4,45,0,0,,
3.28,Top-tier,Humanities,Northeast,2,1,3,Medium,LinkedIn,4,32,2,2,,
3.02,Mid-tier,Humanities,Northeast,3,1,7,Large,Indeed,7,123,7,1,,
3.89,Lower-tier,Healthcare,South,2,2,4,Large,Handshake,3,5,0,0,,
3.21,Lower-tier,STEM,Northeast,2,2,5,Large,Indeed,6,61,1,1,,
3.01,Lower-tier,Healthcare,Northeast,1,4,1,Medium,LinkedIn,3,31,2,0,,
3.55,Lower-tier,Business,Northeast,1,2,3,Medium,LinkedIn,9,15,2,2,,
3.39,Lower-tier,Business,South,2,3,1,Medium,LinkedIn,8,62,1,0,,
3.04,Mid-tier,Healthcare,South,0,4,6,Medium,LinkedIn,2,26,0,0,,
3.17,Top-tier,Humanities,Northeast,1,1,5,Large,Handshake,4,5,2,1,,
2.99,Lower-tier,Healthcare,South,3,1,3,Large,Indeed,7,114,2,0,,
3.14,Lower-tier,STEM,Midwest,0,4,3,Small,LinkedIn,5,31,2,1,,
2.78,Top-tier,STEM,Midwest,2,0,1,Large,Indeed,4,40,0,0,,
3.05,Mid-tier,STEM,Midwest,3,2,1,Large,Handshake,9,66,2,2,,
3.68,Mid-tier,STEM,West,3,0,5,Small,LinkedIn,7,60,4,1,,
3.6,Top-tier,Arts,West,2,2,3,Small,Handshake,12,36,5,1,,
2.98,Mid-tier,STEM,South,3,3,5,Medium,Handshake,1,6,0,0,,
2.85,Mid-tier,STEM,Northeast,0,2,6,Medium,Handshake,10,36,4,1,,
2.67,Mid-tier,Humanities,West,0,0,1,Medium,Handshake,3,13,1,1,,
3.31,Mid-tier,Business,Northeast,4,3,3,Medium,Handshake,12,64,4,3,,
3.33,Lower-tier,Humanities,Northeast,0,2,4,Large,LinkedIn,2,27,0,0,,
3.42,Mid-tier,STEM,South,1,1,2,Medium,Handshake,3,5,2,1,,
3.55,Mid-tier,Humanities,Northeast,1,5,0,Medium,Indeed,7,67,4,4,,
3.41,Mid-tier,Healthcare,West,1,1,2,Medium,Handshake,4,5,1,1,,
3.0,Lower-tier,Humanities,Northeast,0,1,1,Large,LinkedIn,10,95,4,3,,
3.28,Lower-tier,STEM,South,1,2,4,Medium,LinkedIn,4,40,2,1,,
2.25,Mid-tier,Healthcare,Midwest,1,3,1,Large,Handshake,3,22,2,2,,
3.65,Mid-tier,Humanities,Northeast,0,2,3,Large,Indeed,4,56,1,0,,
3.92,Mid-tier,STEM,Northeast,0,4,3,Large,Indeed,9,120,1,0,,
3.19,Lower-tier,Healthcare,West,0,3,4,Large,Handshake,11,108,7,2,,
3.0,Top-tier,STEM,Northeast,3,3,1,Medium,Indeed,7,26,1,0,,
3.95,Mid-tier,Healthcare,South,2,3,4,Medium,Indeed,8,73,0,0,,
3.13,Top-tier,STEM,West,4,2,2,Large,LinkedIn,8,86,3,3,,
2.8,Mid-tier,STEM,West,0,1,5,Large,Indeed,12,300,3,2,,
4.0,Lower-tier,STEM,South,0,2,1,Small,Handshake,3,11,2,1,,
2.79,Mid-tier,Healthcare,West,1,2,1,Large,Indeed,6,67,2,1,,
2.69,Mid-tier,STEM,West,3,2,3,Large,LinkedIn,9,75,2,0,,
2.57,Top-tier,STEM,West,0,1,6,Large,LinkedIn,9,102,2,1,,
3.45,Lower-tier,STEM,Northeast,0,1,2,Large,Handshake,5,20,2,2,,
2.92,Mid-tier,Business,West,1,2,4,Large,LinkedIn,6,5,0,0,,
3.14,Lower-tier,Humanities,Midwest,0,1,4,Medium,Indeed,2,33,1,0,,
3.63,Lower-tier,STEM,West,0,2,3,Medium,Handshake,4,29,1,0,,
3.7,Lower-tier,Business,Northeast,1,0,3,Medium,LinkedIn,12,42,1,0,,
2.82,Lower-tier,Healthcare,Midwest,2,2,0,Small,Handshake,4,26,2,0,,
3.61,Mid-tier,Humanities,Northeast,4,2,5,Medium,LinkedIn,1,11,2,1,,
3.0,Mid-tier,Business,Northeast,2,0,5,Large,LinkedIn,9,64,4,3,,
3.28,Mid-tier,STEM,Midwest,1,1,4,Small,Indeed,2,29,0,0,,
3.19,Top-tier,Business,West,2,1,4,Medium,Handshake,11,11,1,1,,
3.33,Top-tier,Business,Northeast,2,3,4,Large,LinkedIn,12,100,5,1,,
2.13,Mid-tier,Humanities,South,1,2,2,Large,Handshake,8,104,4,4,,
3.15,Lower-tier,STEM,West,1,0,2,Medium,Handshake,9,57,10,0,,
3.01,Lower-tier,STEM,Midwest,0,2,2,Medium,LinkedIn,7,24,0,0,,
3.59,Mid-tier,STEM,Northeast,0,0,3,Medium,Handshake,10,45,2,2,,
3.24,Mid-tier,Healthcare,Midwest,2,1,1,Medium,Indeed,11,181,2,1,,
2.65,Lower-tier,STEM,Northeast,3,1,3,Small,LinkedIn,3,5,0,0,,
3.48,Mid-tier,Healthcare,South,3,1,0,Large,LinkedIn,2,21,0,0,,
3.12,Mid-tier,Business,West,0,3,2,Large,LinkedIn,9,94,3,1,,
2.54,Top-tier,STEM,West,2,3,3,Large,Indeed,9,69,4,3,,
3.87,Mid-tier,Healthcare,Northeast,3,1,3,Medium,Indeed,3,47,3,1,,
3.32,Lower-tier,STEM,Midwest,0,0,6,Medium,Handshake,4,18,3,1,,
3.05,Top-tier,STEM,Northeast,5,0,5,Small,Indeed,10,238,4,4,,
3.14,Lower-tier,Business,West,0,1,5,Large,LinkedIn,9,100,1,0,,
2.63,Lower-tier,Humanities,West,0,1,6,Medium,Handshake,8,38,5,2,,
2.05,Lower-tier,Business,West,2,1,1,Medium,Indeed,1,5,0,0,,
3.9,Lower-tier,Arts,West,0,3,7,Medium,LinkedIn,11,47,2,0,,
3.46,Mid-tier,STEM,Northeast,3,1,0,Small,Handshake,12,12,2,2,,
3.78,Lower-tier,STEM,Midwest,3,2,0,Large,Handshake,3,15,0,0,,
3.49,Lower-tier,STEM,West,0,6,3,Large,Indeed,3,52,3,3,,
2.93,Mid-tier,Business,South,2,2,5,Medium,Handshake,9,10,2,0,,
3.16,Lower-tier,STEM,South,0,1,1,Medium,LinkedIn,5,40,2,2,,
2.71,Lower-tier,STEM,West,2,2,1,Large,Indeed,5,95,3,1,,
3.02,Lower-tier,Business,Northeast,4,3,6,Small,Handshake,10,5,0,0,,
3.71,Lower-tier,Humanities,West,2,1,3,Large,Handshake,3,5,0,0,,
3.26,Top-tier,Healthcare,Midwest,1,1,3,Medium,LinkedIn,7,56,2,2,,
3.72,Mid-tier,STEM,South,0,6,3,Large,Indeed,10,98,1,0,,
3.19,Lower-tier,Humanities,West,1,2,0,Medium,Handshake,9,45,2,1,,
3.82,Lower-tier,Arts,Midwest,0,0,4,Medium,LinkedIn,2,11,0,0,,
2.88,Mid-tier,Business,West,1,1,4,Medium,Handshake,3,10,1,0,,
3.21,Mid-tier,STEM,West,3,3,3,Medium,LinkedIn,11,51,2,1,,
2.35,Top-tier,Humanities,Northeast,0,6,6,Medium,Handshake,5,45,3,1,,
3.78,Mid-tier,Business,South,2,2,2,Medium,LinkedIn,4,55,3,1,,
3.68,Mid-tier,Business,Midwest,1,2,3,Medium,LinkedIn,5,38,1,0,,
3.21,Lower-tier,STEM,South,1,2,1,Large,Indeed,6,96,1,0,,
3.11,Mid-tier,Healthcare,Midwest,0,5,3,Large,Handshake,9,25,1,1,,
2.78,Mid-tier,Business,West,1,1,2,Large,Handshake,4,14,1,0,,
4.0,Mid-tier,STEM,Northeast,0,3,2,Medium,Indeed,4,98,2,2,,
2.64,Mid-tier,Healthcare,Midwest,0,4,3,Medium,Indeed,1,6,1,0,,
2.75,Mid-tier,Humanities,Northeast,3,1,1,Medium,Indeed,12,270,11,8,,
2.93,Top-tier,STEM,South,3,0,2,Large,Handshake,8,57,2,2,,
3.77,Mid-tier,STEM,West,0,2,3,Medium,Indeed,5,50,0,0,,
2.98,Mid-tier,Healthcare,West,1,0,0,Small,Handshake,4,32,2,2,,
3.33,Lower-tier,Humanities,South,1,1,3,Large,Indeed,4,36,2,1,,
3.34,Mid-tier,Healthcare,Midwest,2,5,2,Medium,Indeed,8,84,4,1,,
4.0,Mid-tier,Business,Northeast,2,3,8,Large,Indeed,4,54,0,0,,
3.55,Mid-tier,Humanities,Northeast,0,4,7,Large,LinkedIn,8,72,2,2,,
2.88,Mid-tier,Healthcare,Northeast,2,1,2,Medium,LinkedIn,2,24,1,1,,
2.9,Mid-tier,Humanities,Midwest,0,1,4,Large,LinkedIn,10,60,4,3,,
2.68,Mid-tier,STEM,Northeast,2,2,0,Medium,Indeed,1,15,2,1,,
3.37,Lower-tier,STEM,Midwest,0,4,2,Small,Handshake,8,56,8,4,,
2.75,Top-tier,Healthcare,Midwest,0,3,1,Medium,LinkedIn,10,108,6,3,,
3.58,Lower-tier,STEM,Midwest,0,2,4,Small,Handshake,2,13,1,0,,
2.96,Mid-tier,STEM,Midwest,1,3,3,Large,LinkedIn,1,5,2,1,,
2.38,Lower-tier,Business,Northeast,2,2,2,Large,Handshake,2,5,2,1,,
2.99,Lower-tier,Healthcare,South,0,3,2,Medium,LinkedIn,1,6,0,0,,
3.46,Mid-tier,Healthcare,West,0,2,3,Large,Handshake,5,26,3,1,,
3.0,Lower-tier,STEM,Midwest,2,3,6,Large,LinkedIn,2,15,3,1,,
3.07,Mid-tier,Business,Midwest,3,7,4,Medium,Indeed,3,38,0,0,,
3.32,Lower-tier,Arts,West,2,3,2,Medium,LinkedIn,3,11,2,1,,
3.65,Mid-tier,Arts,Northeast,1,1,0,Large,Indeed,9,156,2,0,,
4.0,Mid-tier,Arts,Midwest,3,0,2,Medium,Indeed,10,225,4,3,,
2.75,Lower-tier,Business,South,1,3,3,Medium,Handshake,7,42,4,0,,
3.45,Mid-tier,Humanities,South,1,2,3,Small,Handshake,1,5,2,2,,
3.45,Lower-tier,STEM,Northeast,0,0,0,Small,Handshake,1,5,0,0,,
3.07,Mid-tier,Healthcare,Northeast,0,2,6,Small,Handshake,4,5,1,0,,
3.78,Lower-tier,Humanities,West,0,4,3,Large,Handshake,6,58,4,1,,
2.76,Mid-tier,Humanities,Midwest,0,1,2,Large,LinkedIn,5,65,0,0,,
3.4,Mid-tier,Humanities,Northeast,1,2,1,Large,Handshake,3,26,2,1,,
2.9,Mid-tier,STEM,South,2,2,2,Large,LinkedIn,5,65,6,1,,
2.88,Mid-tier,STEM,West,0,0,2,Small,Handshake,3,13,1,0,,
3.4,Mid-tier,Humanities,Northeast,1,1,3,Medium,LinkedIn,2,15,1,0,,
2.67,Top-tier,Business,Northeast,2,3,1,Large,Indeed,11,146,0,0,,
3.19,Mid-tier,Humanities,West,1,0,4,Large,Handshake,10,8,0,0,,
3.46,Mid-tier,STEM,Northeast,2,0,3,Small,Indeed,2,18,0,0,,
3.01,Mid-tier,STEM,Northeast,1,3,4,Medium,Handshake,5,15,2,1,,
3.1,Lower-tier,STEM,Northeast,1,2,2,Medium,Handshake,3,18,2,2,,
3.52,Lower-tier,STEM,South,2,0,2,Medium,Handshake,2,12,2,0,,
2.78,Lower-tier,Business,South,0,3,8,Large,LinkedIn,1,7,0,0,,
2.72,Lower-tier,Business,South,1,1,2,Small,Handshake,4,20,1,0,,
3.06,Mid-tier,Healthcare,Northeast,2,2,5,Large,Indeed,10,31,2,1,,
3.98,Lower-tier,Business,Northeast,2,2,2,Large,Handshake,7,7,0,0,,
3.28,Mid-tier,STEM,Midwest,0,4,0,Large,Indeed,10,35,0,0,,
3.21,Mid-tier,Humanities,West,1,3,2,Small,LinkedIn,8,69,3,1,,
3.05,Top-tier,STEM,Midwest,0,4,4,Large,LinkedIn,10,45,2,1,,
2.9,Lower-tier,Humanities,South,1,2,5,Medium,LinkedIn,1,12,2,2,,
2.37,Mid-tier,STEM,South,2,3,3,Medium,Handshake,5,10,1,0,,
3.3,Top-tier,STEM,Northeast,2,1,3,Medium,LinkedIn,8,57,2,2,,
3.28,Mid-tier,STEM,West,4,2,2,Small,Handshake,3,9,0,0,,
3.79,Top-tier,STEM,West,1,1,1,Large,LinkedIn,6,71,4,4,,
2.07,Mid-tier,Humanities,South,3,5,1,Large,LinkedIn,4,28,2,1,,
3.27,Mid-tier,Business,Midwest,3,1,2,Medium,LinkedIn,6,46,1,1,,
2.89,Top-tier,Healthcare,Midwest,3,4,1,Large,LinkedIn,1,7,0,0,,
3.0,Lower-tier,Arts,Midwest,2,2,6,Large,Handshake,5,26,0,0,,
3.29,Lower-tier,Business,Midwest,1,2,3,Medium,Handshake,9,61,1,1,,
3.35,Lower-tier,STEM,South,0,0,3,Medium,LinkedIn,6,73,0,0,,
3.38,Lower-tier,Humanities,South,1,2,2,Small,Handshake,7,49,2,0,,
3.1,Lower-tier,STEM,West,0,3,1,Small,Handshake,6,9,2,2,,
3.36,Mid-tier,Business,South,0,3,3,Large,Indeed,4,52,1,0,,
2.68,Mid-tier,Business,South,2,0,3,Medium,LinkedIn,9,69,2,1,,
3.25,Lower-tier,Business,Northeast,2,1,3,Small,Indeed,4,71,2,2,,
3.77,Mid-tier,Healthcare,Northeast,0,1,0,Small,Handshake,12,58,4,0,,
3.27,Mid-tier,Business,Northeast,3,2,7,Medium,Handshake,3,13,2,1,,
3.56,Mid-tier,Humanities,Midwest,2,2,2,Large,Handshake,2,11,2,2,,
3.41,Mid-tier,Business,Midwest,0,4,2,Large,Handshake,4,28,1,1,,
3.17,Top-tier,Business,West,0,1,4,Large,LinkedIn,2,16,0,0,,
2.66,Mid-tier,STEM,Northeast,2,5,5,Small,Handshake,1,5,1,0,,
3.04,Mid-tier,Business,South,0,3,3,Medium,Indeed,7,99,0,0,,
2.62,Top-tier,Business,Midwest,1,2,4,Medium,Handshake,3,23,2,1,,
3.73,Mid-tier,Business,Midwest,0,2,5,Large,LinkedIn,9,51,3,2,,
3.16,Lower-tier,Business,South,3,2,3,Large,LinkedIn,4,30,2,2,,
4.0,Mid-tier,Humanities,South,3,2,2,Large,LinkedIn,7,92,3,3,,
3.62,Top-tier,Humanities,Northeast,3,2,1,Large,LinkedIn,8,68,2,1,,
3.34,Lower-tier,Humanities,West,1,2,2,Large,LinkedIn,10,38,2,2,,
2.89,Mid-tier,Healthcare,Northeast,1,3,2,Medium,LinkedIn,10,103,4,1,,
3.85,Mid-tier,Humanities,South,0,0,3,Large,LinkedIn,3,33,0,0,,
3.38,Mid-tier,Business,South,0,0,2,Large,Indeed,8,112,1,0,,
3.26,Mid-tier,Humanities,South,0,0,3,Large,Handshake,3,5,0,0,,
3.19,Top-tier,STEM,South,1,4,5,Large,LinkedIn,5,54,3,2,,
3.17,Mid-tier,STEM,West,2,1,2,Large,Handshake,3,24,1,1,,
3.43,Mid-tier,STEM,Northeast,2,1,2,Large,LinkedIn,5,30,2,1,,
2.69,Lower-tier,STEM,West,1,1,2,Medium,Indeed,5,110,4,2,,
3.33,Mid-tier,Business,Northeast,1,2,3,Large,Handshake,5,39,0,0,,
2.51,Mid-tier,Healthcare,Midwest,0,2,5,Large,Handshake,12,36,4,2,,
2.57,Lower-tier,Business,West,0,0,6,Large,Indeed,11,174,3,0,,
3.41,Top-tier,Humanities,Midwest,2,1,1,Large,Handshake,8,80,2,1,,
2.98,Mid-tier,STEM,West,0,2,4,Small,Handshake,1,5,0,0,,
3.56,Mid-tier,Business,Midwest,1,1,7,Small,LinkedIn,2,5,2,2,,
3.48,Mid-tier,Humanities,Midwest,0,7,3,Small,LinkedIn,3,18,1,0,,
3.61,Mid-tier,Healthcare,South,0,3,1,Medium,Handshake,6,31,0,0,,
3.67,Mid-tier,Business,South,2,2,3,Small,LinkedIn,2,12,2,2,,
4.0,Mid-tier,STEM,West,3,2,3,Large,Indeed,1,11,0,0,,
2.57,Lower-tier,Healthcare,South,1,1,3,Large,Handshake,9,63,2,2,,
2.71,Lower-tier,Humanities,West,2,0,5,Large,LinkedIn,4,32,0,0,,
3.1,Top-tier,Healthcare,Midwest,0,3,1,Small,LinkedIn,1,5,0,0,,
2.65,Lower-tier,STEM,West,1,2,2,Large,LinkedIn,11,33,1,0,,
3.37,Mid-tier,STEM,West,2,2,4,Large,LinkedIn,4,7,0,0,,
2.47,Mid-tier,Business,Northeast,1,2,6,Medium,LinkedIn,11,67,4,1,,
3.31,Lower-tier,Business,South,3,1,2,Small,LinkedIn,6,46,2,2,,
3.01,Lower-tier,Humanities,South,1,5,4,Medium,Indeed,3,15,0,0,,
2.0,Top-tier,STEM,Northeast,2,1,2,Small,Handshake,3,18,0,0,,
