GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received
3.34,Mid-tier,Business,Northeast,0,1,4,Small,Indeed,3,5,0,0,0
3.08,Top-tier,STEM,West,3,1,0,Large,Handshake,12,96,2,1,1
2.9,Mid-tier,Humanities,Northeast,3,3,3,Large,LinkedIn,4,36,2,2,1
3.11,Mid-tier,Arts,Midwest,0,3,4,Medium,Indeed,3,27,1,0,0
3.4,Top-tier,STEM,West,2,2,1,Small,LinkedIn,9,78,5,3,0
3.38,Top-tier,Humanities,West,4,3,4,Small,Handshake,8,40,2,1,1
3.28,Mid-tier,STEM,Northeast,0,2,4,Medium,Indeed,5,65,0,0,0
3.51,Mid-tier,Humanities,South,1,3,6,Medium,LinkedIn,12,92,4,1,0
3.08,Lower-tier,Business,Midwest,2,2,5,Large,LinkedIn,2,13,2,2,1
2.82,Mid-tier,STEM,Northeast,2,2,6,Medium,Handshake,2,10,2,1,1
3.14,Mid-tier,Business,Northeast,1,1,3,Large,Indeed,10,156,5,1,1
3.08,Top-tier,Business,Midwest,1,2,0,Small,LinkedIn,10,36,2,2,1
3.86,Mid-tier,Business,Midwest,0,3,0,Large,Indeed,2,25,2,1,1
3.22,Mid-tier,Business,Northeast,1,3,3,Small,LinkedIn,7,53,2,2,1
3.11,Mid-tier,Healthcare,West,0,3,2,Large,Handshake,2,11,2,1,1
3.72,Mid-tier,Business,West,2,1,6,Medium,Handshake,3,14,0,0,0
3.29,Lower-tier,STEM,South,0,1,1,Large,Handshake,2,6,2,1,1
3.63,Top-tier,Humanities,Midwest,3,1,1,Large,Handshake,8,5,1,1,0
3.52,Mid-tier,STEM,Northeast,1,2,5,Large,LinkedIn,1,5,2,2,1
3.27,Mid-tier,Arts,Midwest,0,3,2,Medium,LinkedIn,3,19,0,0,0
2.71,Mid-tier,STEM,West,1,6,1,Large,Indeed,10,68,0,0,0
3.77,Mid-tier,Business,Midwest,1,1,2,Medium,Handshake,11,27,4,0,0
3.47,Mid-tier,Business,West,0,2,0,Large,LinkedIn,10,75,2,0,0
2.78,Mid-tier,Healthcare,South,2,0,6,Small,Handshake,8,5,1,0,0
3.25,Lower-tier,Healthcare,Midwest,2,2,2,Small,LinkedIn,11,86,5,1,0
3.03,Lower-tier,STEM,South,3,0,1,Large,LinkedIn,2,15,1,0,0
3.8,Mid-tier,STEM,West,2,1,1,Large,Indeed,1,11,2,1,1
3.53,Mid-tier,Humanities,South,1,0,1,Small,Indeed,5,70,4,2,1
3.22,Lower-tier,Arts,Midwest,1,2,3,Large,LinkedIn,8,69,2,2,1
3.47,Lower-tier,Business,West,1,1,3,Medium,Handshake,9,58,3,3,1
3.29,Lower-tier,Healthcare,South,2,3,6,Medium,Handshake,12,110,3,3,1
2.48,Top-tier,Business,West,1,4,2,Large,Handshake,1,6,2,1,1
3.88,Lower-tier,STEM,Northeast,2,3,4,Large,LinkedIn,7,54,2,1,1
2.71,Lower-tier,STEM,Northeast,0,0,4,Medium,LinkedIn,10,58,4,2,0
3.05,Mid-tier,Healthcare,Northeast,0,0,3,Large,Indeed,8,182,3,1,0
3.05,Lower-tier,Humanities,Northeast,0,4,1,Large,Handshake,2,19,2,0,0
3.36,Lower-tier,STEM,South,1,3,1,Small,Handshake,4,14,1,1,0
2.94,Mid-tier,Business,Midwest,2,2,2,Large,LinkedIn,5,35,1,0,0
3.22,Lower-tier,STEM,Midwest,1,3,4,Large,LinkedIn,4,6,0,0,0
2.89,Lower-tier,Healthcare,Midwest,0,2,3,Medium,Indeed,12,136,4,0,0
3.65,Lower-tier,STEM,Midwest,0,3,3,Medium,Indeed,12,126,1,0,0
3.19,Lower-tier,Business,Midwest,1,1,3,Medium,LinkedIn,12,92,2,1,0
3.7,Mid-tier,Humanities,West,1,4,4,Large,Indeed,11,100,3,2,0
2.76,Top-tier,Business,West,1,1,3,Large,LinkedIn,12,96,4,2,0
3.19,Top-tier,STEM,Northeast,1,4,4,Medium,LinkedIn,5,14,2,2,1
3.55,Lower-tier,Business,Midwest,0,4,0,Large,Handshake,1,6,2,1,1
3.64,Mid-tier,STEM,South,5,0,1,Medium,Indeed,3,59,3,3,1
2.92,Mid-tier,STEM,West,2,0,2,Large,LinkedIn,2,15,1,0,0
2.31,Mid-tier,Humanities,Northeast,0,3,2,Large,Handshake,11,77,3,1,1
2.46,Mid-tier,Humanities,Midwest,0,1,1,Large,Handshake,6,38,5,0,0
2.23,Mid-tier,STEM,Midwest,0,0,4,Small,Handshake,7,10,0,0,0
3.43,Lower-tier,Healthcare,Northeast,0,2,2,Small,Handshake,8,53,3,3,1
2.51,Mid-tier,Business,South,0,4,3,Large,Handshake,10,51,6,2,0
2.2,Lower-tier,STEM,South,4,0,4,Medium,Handshake,7,67,2,2,1
3.17,Lower-tier,Humanities,Midwest,1,4,2,Large,LinkedIn,11,128,3,3,1
3.01,Mid-tier,Business,Northeast,2,2,4,Large,Handshake,2,8,2,1,1
3.09,Mid-tier,Business,Northeast,3,1,0,Medium,Handshake,4,34,2,2,1
3.52,Lower-tier,Business,West,3,4,2,Medium,LinkedIn,12,210,2,2,1
3.55,Mid-tier,Humanities,Northeast,0,1,2,Large,Handshake,7,16,2,2,1
2.92,Mid-tier,Business,West,1,1,3,Small,Handshake,4,38,2,1,0
2.98,Mid-tier,STEM,Midwest,1,1,3,Medium,Indeed,4,57,1,1,0
3.46,Lower-tier,Business,Midwest,1,2,3,Medium,Handshake,2,10,1,0,0
2.93,Mid-tier,Humanities,Midwest,0,3,1,Large,LinkedIn,6,22,1,1,0
3.78,Lower-tier,Business,Northeast,1,3,2,Large,Indeed,3,47,0,0,0
2.98,Mid-tier,Humanities,Northeast,1,4,1,Medium,Indeed,3,18,0,0,0
3.31,Mid-tier,Arts,West,0,2,2,Small,LinkedIn,4,8,1,0,0
3.71,Top-tier,STEM,South,2,6,2,Large,Handshake,9,72,5,2,0
3.15,Top-tier,Humanities,South,2,3,2,Medium,Handshake,10,70,5,2,0
3.26,Top-tier,STEM,West,1,4,4,Medium,Indeed,11,157,2,2,0
3.03,Mid-tier,Healthcare,Northeast,3,2,5,Medium,Indeed,4,58,3,3,1
2.92,Top-tier,STEM,South,1,0,1,Medium,Handshake,3,15,2,1,1
3.67,Lower-tier,Humanities,West,1,1,11,Small,Handshake,9,25,1,0,0
3.08,Lower-tier,STEM,Northeast,0,1,3,Large,Handshake,8,26,1,1,0
3.46,Mid-tier,Healthcare,West,0,2,1,Medium,Handshake,7,39,2,0,0
3.11,Mid-tier,Business,Northeast,0,2,4,Medium,Indeed,4,58,0,0,0
2.83,Mid-tier,STEM,Midwest,1,2,3,Medium,LinkedIn,12,98,5,1,0
2.86,Mid-tier,STEM,West,3,1,2,Small,LinkedIn,9,46,1,1,0
2.92,Mid-tier,Arts,Midwest,1,1,5,Medium,Handshake,3,34,2,2,1
2.96,Mid-tier,Business,Midwest,2,0,4,Small,Handshake,7,30,2,2,1
3.47,Mid-tier,Humanities,South,0,1,3,Medium,LinkedIn,10,83,6,2,0
3.12,Mid-tier,STEM,Northeast,2,1,7,Medium,Indeed,1,8,0,0,0
2.93,Mid-tier,Humanities,Midwest,1,2,1,Medium,Indeed,5,20,0,0,0
3.67,Lower-tier,Arts,Northeast,1,2,1,Large,LinkedIn,1,5,2,1,1
4.0,Lower-tier,Business,West,1,1,6,Small,LinkedIn,12,108,3,1,1
2.71,Lower-tier,Humanities,South,2,2,2,Small,Indeed,1,20,2,1,1
3.19,Mid-tier,STEM,Northeast,0,1,4,Medium,LinkedIn,10,85,2,0,0
3.66,Lower-tier,Business,Northeast,0,1,2,Medium,Indeed,5,6,1,0,0
2.91,Mid-tier,Healthcare,Northeast,1,3,2,Large,Handshake,1,5,2,2,1
3.19,Lower-tier,Business,South,0,2,3,Large,Handshake,11,40,5,1,0
3.21,Lower-tier,Healthcare,Midwest,0,2,2,Large,Handshake,4,12,1,1,0
2.86,Mid-tier,STEM,West,1,1,9,Large,Indeed,3,15,0,0,0
3.0,Mid-tier,Humanities,Midwest,1,3,4,Small,Indeed,1,12,0,0,0
3.57,Mid-tier,Arts,Northeast,2,2,8,Large,Handshake,4,8,1,0,0
3.17,Top-tier,STEM,Northeast,2,2,4,Large,LinkedIn,12,142,6,2,0
3.26,Lower-tier,Humanities,South,0,2,2,Small,Handshake,4,22,4,1,0
3.35,Lower-tier,Business,South,2,0,5,Small,Handshake,11,33,2,1,1
2.85,Mid-tier,Business,Northeast,1,2,0,Small,LinkedIn,4,52,4,0,0
3.28,Mid-tier,Business,Midwest,2,4,6,Large,LinkedIn,10,125,4,1,0
2.33,Mid-tier,Business,Northeast,0,2,1,Medium,LinkedIn,9,145,6,4,0
3.4,Top-tier,Business,Midwest,1,0,4,Medium,Handshake,4,11,0,0,0
3.33,Lower-tier,Humanities,Northeast,0,2,0,Large,LinkedIn,12,130,4,0,0
3.5,Mid-tier,Business,Midwest,2,1,3,Large,Indeed,5,51,1,1,0
2.83,Mid-tier,STEM,Northeast,0,2,3,Small,Handshake,5,27,1,0,0
2.61,Lower-tier,STEM,Midwest,3,4,2,Large,Indeed,2,24,0,0,0
3.29,Lower-tier,Healthcare,South,0,0,1,Large,LinkedIn,5,5,0,0,0
2.99,Top-tier,Business,South,2,0,4,Medium,LinkedIn,12,92,4,4,1
3.03,Lower-tier,Business,Midwest,5,2,6,Small,LinkedIn,11,58,2,2,1
3.32,Mid-tier,Humanities,Northeast,0,2,3,Large,LinkedIn,2,18,0,0,0
3.15,Lower-tier,Business,Northeast,2,2,1,Small,LinkedIn,5,27,2,1,0
3.06,Mid-tier,Humanities,West,0,1,1,Medium,Handshake,1,10,1,0,0
2.33,Mid-tier,Business,West,0,5,3,Small,Handshake,9,25,2,1,1
3.86,Lower-tier,STEM,Northeast,1,4,0,Medium,LinkedIn,3,36,0,0,0
3.28,Mid-tier,STEM,South,2,3,2,Medium,Indeed,7,123,2,1,0
3.16,Mid-tier,Humanities,West,1,0,2,Large,LinkedIn,12,104,4,2,0
3.57,Mid-tier,Healthcare,Northeast,1,1,3,Medium,LinkedIn,10,118,3,1,1
2.85,Mid-tier,Healthcare,West,0,4,2,Large,Indeed,8,82,0,0,0
3.07,Top-tier,Humanities,West,0,3,1,Small,LinkedIn,6,31,0,0,0
2.57,Mid-tier,STEM,West,4,1,4,Large,Indeed,10,128,2,0,0
2.02,Top-tier,Humanities,Northeast,0,2,2,Large,LinkedIn,3,23,2,2,1
3.17,Mid-tier,STEM,West,4,1,3,Large,Indeed,7,58,0,0,0
3.02,Lower-tier,STEM,West,2,1,3,Small,Handshake,1,7,0,0,0
2.96,Mid-tier,Healthcare,South,0,1,5,Large,Indeed,1,10,0,0,0
3.59,Lower-tier,STEM,Midwest,0,2,2,Large,Handshake,3,20,2,2,1
3.56,Mid-tier,STEM,Midwest,0,1,3,Small,Handshake,8,68,4,3,1
3.23,Lower-tier,Business,South,1,4,2,Small,Indeed,6,45,0,0,0
3.32,Mid-tier,STEM,Midwest,3,0,4,Large,LinkedIn,2,25,2,0,0
2.95,Mid-tier,Business,South,2,3,4,Small,Handshake,4,22,1,0,0
2.62,Lower-tier,Healthcare,South,2,3,5,Small,Indeed,10,111,0,0,0
2.82,Mid-tier,Business,Midwest,1,2,3,Medium,LinkedIn,1,12,2,1,1
3.67,Mid-tier,Humanities,Northeast,0,4,2,Medium,LinkedIn,1,5,0,0,0
2.85,Top-tier,STEM,Northeast,0,2,4,Medium,Handshake,2,5,2,2,1
3.45,Mid-tier,Business,Northeast,3,3,9,Large,Indeed,10,135,2,0,0
2.55,Lower-tier,STEM,Northeast,0,1,3,Large,Handshake,2,14,0,0,0
3.11,Lower-tier,Business,Northeast,2,1,3,Large,LinkedIn,3,19,0,0,0
2.63,Mid-tier,Business,Midwest,1,0,3,Large,LinkedIn,4,28,0,0,0
3.64,Mid-tier,Healthcare,Midwest,0,3,3,Small,Indeed,10,180,6,1,0
3.18,Top-tier,Business,South,1,3,3,Small,LinkedIn,10,108,3,2,0
2.26,Mid-tier,Business,West,1,1,3,Medium,LinkedIn,9,73,3,2,0
2.79,Mid-tier,Business,South,2,1,3,Medium,Handshake,1,5,0,0,0
3.0,Lower-tier,Business,Northeast,2,3,2,Large,Handshake,6,10,1,1,0
3.26,Top-tier,Business,Northeast,0,2,5,Large,LinkedIn,5,43,3,0,0
2.71,Lower-tier,Healthcare,South,3,0,2,Medium,Indeed,9,211,1,0,0
3.42,Mid-tier,Business,West,0,5,3,Large,LinkedIn,7,25,1,1,0
3.12,Lower-tier,Business,West,1,2,2,Medium,Handshake,1,6,2,1,1
2.98,Mid-tier,Business,Northeast,0,3,3,Medium,LinkedIn,7,72,5,1,0
3.65,Mid-tier,STEM,West,3,2,5,Large,Handshake,2,18,2,1,1
2.88,Lower-tier,Business,Midwest,1,5,3,Medium,LinkedIn,6,18,0,0,0
2.66,Mid-tier,Business,South,0,2,1,Large,Handshake,4,16,1,0,0
2.83,Mid-tier,Humanities,Midwest,0,1,3,Small,Indeed,3,14,0,0,0
3.9,Top-tier,Healthcare,Northeast,1,2,0,Large,LinkedIn,2,19,1,0,0
3.27,Mid-tier,Humanities,Midwest,0,3,2,Medium,Indeed,3,21,0,0,0
2.96,Top-tier,STEM,Midwest,1,2,4,Small,Handshake,1,5,0,0,0
2.57,Mid-tier,Healthcare,West,2,2,2,Medium,Indeed,4,60,0,0,0
3.07,Top-tier,Business,Midwest,1,2,2,Large,Handshake,5,10,2,1,1
2.27,Mid-tier,Arts,South,0,2,3,Small,Handshake,6,33,1,1,0
3.26,Lower-tier,Healthcare,South,0,1,5,Large,LinkedIn,6,29,1,0,0
3.23,Lower-tier,Business,Midwest,3,2,1,Large,LinkedIn,2,5,0,0,0
2.92,Mid-tier,STEM,South,0,2,0,Medium,Handshake,1,7,0,0,0
3.89,Lower-tier,Business,South,1,1,1,Large,Handshake,10,68,4,1,0
3.61,Lower-tier,Arts,West,0,3,4,Large,Indeed,10,58,3,3,1
3.15,Mid-tier,Healthcare,Northeast,0,4,5,Medium,LinkedIn,2,15,2,1,1
2.98,Mid-tier,Business,Northeast,0,1,2,Large,LinkedIn,8,70,2,1,0
3.41,Lower-tier,Business,West,1,3,0,Small,LinkedIn,6,45,3,3,1
3.17,Lower-tier,Business,Northeast,1,0,6,Large,LinkedIn,7,71,1,0,0
3.03,Lower-tier,STEM,West,1,3,4,Large,Handshake,12,74,6,1,0
3.45,Mid-tier,STEM,South,2,3,4,Large,LinkedIn,3,41,2,1,0
3.44,Lower-tier,Humanities,South,1,1,4,Large,LinkedIn,1,5,2,1,1
2.86,Mid-tier,Humanities,Northeast,1,2,2,Medium,Indeed,7,117,1,1,0
3.35,Lower-tier,STEM,Northeast,4,4,4,Medium,Indeed,8,90,4,4,1
2.6,Lower-tier,STEM,West,1,1,5,Large,LinkedIn,9,37,3,0,0
3.94,Top-tier,STEM,West,1,1,1,Small,Indeed,3,46,1,0,0
2.87,Mid-tier,Business,Northeast,2,2,3,Large,LinkedIn,11,33,1,1,0
3.37,Mid-tier,Business,Northeast,0,0,2,Large,LinkedIn,5,38,1,0,0
3.18,Top-tier,Business,South,1,2,2,Large,Handshake,5,5,0,0,0
3.27,Mid-tier,Healthcare,South,1,3,3,Large,LinkedIn,3,33,2,0,0
2.45,Lower-tier,Business,Midwest,0,0,3,Large,Handshake,10,23,3,2,0
3.29,Lower-tier,Healthcare,Midwest,0,6,6,Medium,Handshake,6,25,4,1,0
3.16,Lower-tier,Business,Midwest,1,3,1,Medium,Handshake,2,8,2,2,1
4.0,Mid-tier,Arts,South,1,2,5,Medium,Handshake,12,76,3,2,1
4.0,Mid-tier,Business,South,0,2,2,Large,Indeed,6,79,1,0,0
2.87,Mid-tier,Business,South,1,2,4,Medium,LinkedIn,8,60,1,0,0
3.23,Lower-tier,Arts,Northeast,0,0,1,Large,Handshake,8,48,7,3,0
3.5,Lower-tier,Business,Northeast,2,2,4,Medium,LinkedIn,12,42,3,3,1
3.33,Lower-tier,STEM,Northeast,0,2,3,Small,Handshake,4,16,0,0,0
2.73,Lower-tier,Business,Midwest,1,3,2,Large,Indeed,11,203,8,7,1
3.53,Top-tier,STEM,South,1,1,4,Medium,LinkedIn,10,68,2,2,1
3.24,Top-tier,Business,West,1,1,7,Small,Indeed,4,58,0,0,0
2.95,Lower-tier,Business,Midwest,1,2,7,Small,Handshake,9,30,5,1,0
3.26,Lower-tier,STEM,Midwest,1,0,5,Small,Handshake,7,35,2,2,1
3.01,Mid-tier,STEM,Midwest,2,1,5,Large,LinkedIn,2,14,2,2,1
3.44,Mid-tier,Business,South,1,3,3,Medium,Handshake,5,40,1,1,0
3.44,Mid-tier,Business,West,1,2,2,Small,LinkedIn,8,49,1,1,0
2.84,Mid-tier,Humanities,South,2,0,3,Large,Indeed,12,156,0,0,0
3.24,Mid-tier,Humanities,Midwest,0,0,3,Medium,Indeed,12,170,2,1,0
3.96,Mid-tier,STEM,Midwest,0,3,0,Large,Handshake,3,12,1,0,0
2.37,Mid-tier,Business,South,0,4,4,Large,Indeed,7,137,1,0,0
2.69,Mid-tier,STEM,Midwest,1,1,3,Small,LinkedIn,1,7,0,0,0
3.08,Lower-tier,Business,Midwest,3,2,2,Small,LinkedIn,4,38,1,0,0
3.35,Mid-tier,Humanities,Northeast,1,3,3,Large,LinkedIn,1,7,2,1,1
4.0,Mid-tier,Business,Midwest,0,3,3,Small,Handshake,6,46,3,0,0
3.98,Mid-tier,Business,Midwest,1,1,3,Medium,LinkedIn,8,73,2,2,1
2.0,Mid-tier,STEM,West,2,4,3,Large,LinkedIn,3,10,0,0,0
2.86,Mid-tier,STEM,West,1,1,1,Small,Handshake,1,5,0,0,0
2.45,Mid-tier,Humanities,West,1,2,2,Large,LinkedIn,5,55,3,3,1
3.7,Top-tier,STEM,South,1,2,2,Small,Handshake,2,9,2,1,1
3.16,Mid-tier,Business,Northeast,0,2,6,Large,LinkedIn,3,38,3,0,0
2.08,Mid-tier,Business,Northeast,2,3,2,Large,LinkedIn,4,5,0,0,0
3.61,Top-tier,Arts,West,1,1,9,Small,LinkedIn,10,125,4,2,1
3.73,Lower-tier,Business,West,1,0,7,Large,LinkedIn,7,59,3,3,1
2.98,Lower-tier,STEM,Northeast,1,2,4,Large,LinkedIn,5,45,3,2,1
2.73,Mid-tier,Healthcare,South,0,2,4,Medium,Indeed,5,55,1,0,0
3.45,Lower-tier,Healthcare,West,1,1,6,Small,Handshake,11,5,2,1,1
3.02,Mid-tier,STEM,Midwest,2,1,4,Small,Handshake,6,22,0,0,0
3.19,Mid-tier,Business,West,1,3,5,Medium,Handshake,9,45,3,1,0
3.1,Top-tier,Healthcare,Midwest,2,0,1,Medium,Indeed,9,129,0,0,0
3.05,Lower-tier,STEM,Midwest,2,2,6,Large,LinkedIn,12,148,3,3,1
3.05,Mid-tier,STEM,Northeast,2,2,5,Large,LinkedIn,1,5,0,0,0
2.97,Top-tier,STEM,Midwest,1,3,3,Large,Indeed,3,36,2,2,1
3.45,Top-tier,Healthcare,South,1,1,4,Large,LinkedIn,11,146,5,2,0
3.24,Mid-tier,STEM,Midwest,2,2,3,Medium,Handshake,1,5,0,0,0
2.89,Lower-tier,Healthcare,West,0,1,3,Medium,Handshake,1,6,1,0,0
3.73,Lower-tier,STEM,Northeast,2,2,6,Small,Handshake,8,37,2,0,0
3.87,Mid-tier,Business,West,0,5,2,Large,Handshake,9,21,3,1,0
3.57,Lower-tier,Healthcare,Northeast,0,3,3,Medium,LinkedIn,9,97,2,1,1
2.76,Lower-tier,STEM,Midwest,3,1,4,Large,Handshake,6,48,2,2,1
3.18,Mid-tier,Healthcare,Midwest,0,3,2,Medium,Handshake,5,33,2,2,0
2.73,Mid-tier,Humanities,West,1,2,2,Medium,LinkedIn,8,37,1,0,0
3.09,Top-tier,Business,Midwest,4,1,4,Medium,Handshake,4,29,2,2,1
3.11,Mid-tier,STEM,Northeast,0,2,4,Large,Handshake,7,64,3,3,1
2.77,Lower-tier,STEM,South,3,3,3,Large,Indeed,11,157,1,1,0
3.24,Mid-tier,Healthcare,Northeast,4,2,8,Medium,Indeed,11,179,3,3,1
2.96,Mid-tier,Business,West,0,2,6,Medium,LinkedIn,7,9,0,0,0
3.46,Mid-tier,Business,Midwest,2,0,6,Large,LinkedIn,4,27,0,0,0
3.18,Mid-tier,STEM,West,0,0,2,Medium,Indeed,6,81,2,0,0
3.39,Mid-tier,Healthcare,Northeast,1,3,1,Medium,LinkedIn,4,48,1,0,0
2.64,Mid-tier,Humanities,South,1,3,2,Small,Handshake,6,65,9,2,0
2.63,Mid-tier,Business,Midwest,1,2,3,Small,LinkedIn,12,178,5,2,0
4.0,Mid-tier,STEM,Northeast,0,3,2,Medium,Indeed,4,98,2,2,1
3.26,Mid-tier,Business,West,3,2,2,Small,Indeed,5,55,2,2,1
2.95,Top-tier,Business,Northeast,3,3,2,Large,LinkedIn,1,11,2,1,1
4.0,Mid-tier,Humanities,South,1,1,6,Medium,LinkedIn,2,14,2,2,1
3.43,Top-tier,STEM,Midwest,0,2,3,Large,Handshake,11,82,3,1,0
3.65,Mid-tier,Business,South,1,2,4,Medium,LinkedIn,1,7,2,2,1
2.85,Mid-tier,STEM,South,0,1,3,Medium,Handshake,8,61,6,3,0
3.1,Lower-tier,STEM,West,0,1,1,Medium,LinkedIn,8,61,1,1,0
3.25,Lower-tier,Business,Northeast,1,3,3,Medium,Handshake,5,55,2,2,1
3.06,Top-tier,Healthcare,West,2,6,4,Small,Handshake,7,37,2,2,1
3.68,Mid-tier,STEM,Midwest,1,1,1,Medium,Handshake,1,5,0,0,0
3.38,Mid-tier,Business,Northeast,0,6,2,Medium,Handshake,1,7,0,0,0
3.07,Lower-tier,STEM,South,0,0,2,Large,LinkedIn,2,16,0,0,0
2.9,Mid-tier,STEM,South,1,3,2,Medium,Handshake,5,5,0,0,0
2.87,Lower-tier,Humanities,Northeast,2,3,5,Medium,LinkedIn,12,62,4,1,0
2.82,Mid-tier,STEM,South,0,4,4,Medium,Indeed,7,98,2,2,1
2.9,Lower-tier,STEM,Northeast,0,1,6,Medium,Indeed,11,121,0,0,0
3.17,Lower-tier,STEM,West,0,2,1,Small,Handshake,12,5,1,0,0
3.9,Lower-tier,STEM,South,2,1,2,Medium,Handshake,3,34,4,2,0
3.03,Mid-tier,STEM,South,3,1,1,Small,Indeed,5,63,0,0,0
3.41,Lower-tier,Healthcare,West,1,1,3,Small,Handshake,6,22,1,0,0
3.48,Mid-tier,Healthcare,West,1,3,2,Small,Handshake,3,22,2,2,1
4.0,Top-tier,Business,Northeast,4,2,4,Large,LinkedIn,1,17,2,1,1
3.49,Mid-tier,Business,Northeast,0,2,4,Medium,LinkedIn,7,68,6,3,0
2.53,Lower-tier,STEM,South,2,2,3,Small,Indeed,5,96,5,3,1
3.21,Lower-tier,Business,West,2,4,6,Large,Handshake,7,42,3,3,1
3.19,Mid-tier,Business,Northeast,2,0,4,Medium,Handshake,7,22,2,0,0
2.77,Lower-tier,Humanities,Northeast,0,1,3,Medium,LinkedIn,7,37,0,0,0
2.36,Top-tier,Healthcare,Midwest,1,1,4,Medium,LinkedIn,8,85,7,2,0
2.81,Mid-tier,STEM,South,1,2,6,Medium,LinkedIn,2,15,0,0,0
3.18,Mid-tier,STEM,Midwest,2,1,1,Small,Handshake,3,11,0,0,0
2.93,Top-tier,Business,West,1,4,2,Medium,Handshake,8,25,2,1,1
3.71,Mid-tier,Business,Northeast,1,1,5,Medium,Handshake,10,61,2,0,0
3.03,Lower-tier,STEM,West,1,3,4,Large,Indeed,4,44,0,0,0
2.52,Mid-tier,Business,Midwest,2,1,1,Large,LinkedIn,6,39,2,2,1
3.06,Top-tier,STEM,Midwest,1,3,4,Large,LinkedIn,11,86,2,1,1
2.5,Mid-tier,Humanities,West,0,1,1,Medium,LinkedIn,3,13,1,1,0
2.82,Lower-tier,STEM,South,2,2,6,Large,Indeed,4,50,0,0,0
3.28,Lower-tier,STEM,South,0,3,4,Large,LinkedIn,11,45,2,1,0
2.68,Lower-tier,Business,West,2,0,2,Small,LinkedIn,9,111,6,3,0
2.68,Top-tier,STEM,South,0,2,3,Large,LinkedIn,12,78,8,4,0
4.0,Mid-tier,Business,Midwest,0,5,4,Large,Handshake,5,35,2,1,1
2.39,Mid-tier,Healthcare,South,4,4,2,Large,Handshake,11,66,2,1,1
3.58,Mid-tier,Business,West,1,2,4,Large,Indeed,10,103,6,4,1
3.5,Mid-tier,STEM,South,1,3,3,Medium,LinkedIn,8,26,1,0,0
2.73,Mid-tier,Humanities,South,1,1,2,Small,LinkedIn,2,9,2,2,1
3.21,Lower-tier,Humanities,Midwest,1,2,3,Medium,Handshake,3,22,1,1,0
2.91,Lower-tier,Humanities,Midwest,0,0,3,Large,Handshake,7,5,2,1,1
3.78,Mid-tier,Business,Northeast,1,0,3,Medium,Handshake,1,5,0,0,0
2.51,Mid-tier,Humanities,Midwest,2,3,3,Medium,Handshake,3,39,1,0,0
3.32,Mid-tier,Business,Northeast,2,1,3,Medium,Handshake,9,73,1,0,0
2.67,Mid-tier,Business,West,1,1,1,Medium,LinkedIn,10,50,2,1,0
3.08,Lower-tier,Humanities,Northeast,1,1,6,Large,Handshake,10,10,1,0,0
2.55,Mid-tier,STEM,South,2,3,5,Small,Indeed,3,58,2,2,1
3.15,Lower-tier,Business,Midwest,1,2,2,Large,Indeed,5,55,2,2,1
3.26,Top-tier,Business,Northeast,3,5,3,Small,Handshake,4,6,2,1,1
2.27,Mid-tier,STEM,Northeast,2,1,4,Large,Handshake,6,28,2,1,1
3.57,Mid-tier,Business,Northeast,1,2,2,Medium,Handshake,6,41,0,0,0
3.45,Top-tier,STEM,South,3,1,3,Medium,LinkedIn,11,73,3,1,1
3.33,Top-tier,Business,South,0,2,4,Large,LinkedIn,6,80,4,2,1
3.17,Top-tier,STEM,South,2,2,3,Large,Handshake,5,24,2,2,0
3.45,Mid-tier,STEM,South,1,4,0,Large,Handshake,5,31,2,2,1
3.94,Mid-tier,Healthcare,West,0,1,8,Large,LinkedIn,3,15,0,0,0
2.83,Lower-tier,Business,West,1,1,4,Small,Handshake,8,26,2,1,1
3.02,Mid-tier,Business,Northeast,1,3,3,Large,LinkedIn,8,44,2,0,0
3.55,Top-tier,STEM,Midwest,1,2,2,Small,LinkedIn,10,83,2,1,1
3.28,Mid-tier,STEM,Northeast,1,2,1,Large,Indeed,6,72,3,2,1
3.85,Top-tier,STEM,Northeast,2,3,2,Large,LinkedIn,8,41,3,2,1
3.49,Top-tier,Business,South,1,1,1,Large,LinkedIn,7,67,2,2,1
3.32,Mid-tier,STEM,West,0,4,1,Large,LinkedIn,5,57,4,2,0
3.24,Lower-tier,STEM,Northeast,1,2,4,Large,LinkedIn,1,9,2,1,0
3.0,Lower-tier,STEM,South,1,3,2,Large,Indeed,3,25,0,0,0
3.04,Top-tier,Business,Northeast,2,5,1,Large,LinkedIn,8,44,2,1,0
3.41,Top-tier,Humanities,West,0,1,2,Medium,Handshake,3,13,1,0,0
3.64,Mid-tier,STEM,Northeast,3,2,4,Medium,Handshake,7,87,7,6,0
3.22,Mid-tier,Healthcare,West,0,2,8,Medium,Handshake,4,21,2,2,1
2.82,Lower-tier,Humanities,Northeast,1,1,4,Medium,Indeed,1,13,2,1,1
2.83,Mid-tier,Healthcare,South,0,2,1,Large,Handshake,8,22,2,1,1
3.97,Top-tier,STEM,Midwest,0,3,1,Small,Handshake,2,8,1,0,0
2.73,Mid-tier,STEM,Northeast,0,2,5,Large,LinkedIn,4,42,1,1,0
3.05,Lower-tier,STEM,Midwest,3,0,2,Medium,Indeed,9,132,5,3,1
